"metabolite","super_pathway","sub_pathway","fluid","platform_name","platform_unit","retention_index","CAS","PubChem","ChEBI"
"4-androsten-3alpha,17alpha-diol monosulfate (1)","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4371",NA,"","CHEBI:133715"
"4-androsten-3alpha,17alpha-diol monosulfate (2)","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4712",NA,"","CHEBI:133715"
"4-androsten-3beta,17beta-diol disulfate (1)","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","3740",NA,"87120982","CHEBI:133124"
"4-androsten-3beta,17beta-diol disulfate (2)","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4065",NA,"87120982","CHEBI:133124"
"4-androsten-3beta,17beta-diol monosulfate (1)","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4500","521-17-5","","CHEBI:178055"
"4-androsten-3beta,17beta-diol monosulfate (2)","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4500",NA,"","CHEBI:178055"
"4-ethylphenol glucuronide","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","3167",NA,"156960909","CHEBI:193393"
"4-ethylphenylsulfate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3580","123-07-9","","CHEBI:82932"
"4-guanidinobutanoate","Amino Acids","Guanidino and Acetamido Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2320","463-003;463-00-3","500","CHEBI:86564, CHEBI:15728"
"4-hydroxybenzoate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","820","99-96-7","135","CHEBI:30763"
"4-hydroxycinnamate sulfate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1000","376374-66-2","6070438","CHEBI:144380"
"4-hydroxycoumarin","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","2470","1076-38-6","","CHEBI:40070"
"4-hydroxyglutamate","Amino Acids","Glutamate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1141","2485-33-8","440854","CHEBI:21285"
"4-hydroxyhippurate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1475","2482-25-9","151012","CHEBI:71018"
"4-hydroxymandelate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","772.7","7198-10-9;184901-84-6","328","CHEBI:16388"
"4-hydroxyphenylacetate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1361.1","156-38-7","127","CHEBI:18101"
"4-hydroxyphenylacetatoylcarnitine","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2730",NA,"169736345",""
"4-hydroxyphenylpyruvate","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1690.1","156-39-8","979","CHEBI:15999"
"4-hydroxypyridine","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","2308","626-64-2","","CHEBI:87614"
"4-imidazoleacetate","Amino Acids","Histidine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2055","645-65-8","96215","CHEBI:16974"
"4-methyl-2-oxopentanoate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2170","816-66-0","70","CHEBI:48430"
"4-methylcatechol sulfate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2665",NA,"","CHEBI:133703"
"4-octenedioate","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","740","38561-68-1","11805205","CHEBI:89625"
"4-ureidobutyrate","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1095","259232","1571307",""
"4-vinylguaiacol sulfate","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","3354",NA,"","CHEBI:133544"
"4-vinylphenol sulfate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3320","2628-17-3","6426766","CHEBI:82931"
"5-(galactosylhydroxy)-L-lysine","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","5477","32448-36-5","","CHEBI:37564"
"5-acetylamino-6-amino-3-methyluracil","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1710","19893-78-8","88299","CHEBI:80473"
"5-acetylamino-6-formylamino-3-methyluracil","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1424","85438-96-6","108214","CHEBI:32643"
"5-aminolevulinate","Cofactors and Vitamins","Hemoglobin and Porphyrin Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2049","1297222","137","CHEBI:17549"
"5-aminovalerate","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2220","660-88-8","138","CHEBI:15887"
"5-hydroxyhexanoate","Lipids","Fatty Acid, Monohydroxy","urine","Metabolon HD4 [nt-ms]","normalized counts","1267","44843-89-2","170748","CHEBI:131434"
"5-hydroxyindole sulfate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1928",NA,"152531758",""
"5-hydroxyindoleacetate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1510.2","54-16-0","1826","CHEBI:27823"
"5-hydroxylysine","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2790","13204-98-3","3032849","CHEBI:18040"
"5-hydroxymethyl-2-furoic acid","Amino Acids","Phenylalanine and Tyrosine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","962","6338-41-6","80642","CHEBI:89118"
"5-methylthioadenosine (MTA)","Amino Acids","Polyamine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2752","2457-80-9","439176","CHEBI:17509"
"5-methyluridine (ribothymidine)","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1778.1","1463-10-1","445408","CHEBI:45996"
"5-oxoproline","Amino Acids","Glutathione Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","738.5","98-79-3","","CHEBI:16010"
"5,6-dihydrothymine","Nucleotides","Pyrimidine Metabolism, Thymine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1280","696-04-8","","CHEBI:27468"
"5,6-dihydrouracil","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","779","504-07-4","649","CHEBI:15901"
"5alpha-androstan-3beta,17alpha-diol disulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4215",NA,"90186425","CHEBI:133112"
"5alpha-androstan-3beta,17beta-diol disulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","3880","571-20-0","","CHEBI:133115"
"5alpha-pregnan-3(alpha or beta),20beta-diol disulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4310",NA,"","CHEBI:133464"
"5alpha-pregnan-3beta,20alpha-diol disulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","3962",NA,"5748360","CHEBI:133119"
"5beta-pregnan-3alpha,21-diol-11,20-dione 21-glucosiduronate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4732.3999999999996",NA,"44263347","CHEBI:1690, CHEBI:175452"
"6-hydroxyindole sulfate","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","2498",NA,"122198196","CHEBI:133568"
"6-oxopiperidine-2-carboxylic acid","Amino Acids","Lysine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","964.5","34622-39-4","3014237","CHEBI:87998"
"6-sialyl-N-acetyllactosamine","Carbohydrates","Aminosugar Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3641","174757-71-2","16212424","CHEBI:153787"
"6'-sialyllactose","Carbohydrates","Disaccharides and Oligosaccharides","urine","Metabolon HD4 [nt-ms]","normalized counts","4064","35890-39-2","","CHEBI:71943, CHEBI:85039"
"7-hydroxyindole sulfate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1765",NA,"156960911",""
"7-ketodeoxycholate","Lipids","Secondary Bile Acid Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","4821","911-40-0","188292","CHEBI:16390"
"7-methylguanine","Nucleotides","Purine Metabolism, Guanine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2175","578-76-7","","CHEBI:2274"
"7-methylurate","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1321","612-37-3","69160","CHEBI:80470"
"7-methylxanthine","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1350","552-62-5","68374","CHEBI:48991"
"7,8-dihydroneopterin","Cofactors and Vitamins","Pterin Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1650","1218-98-0","65074","CHEBI:17001"
"acetylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","urine","Metabolon HD4 [nt-ms]","normalized counts","2282","5080-50-2","1","CHEBI:73024"
"acisoga","Amino Acids","Polyamine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1813","106692-36-8","129397","CHEBI:133185"
"adenine","Nucleotides","Purine Metabolism, Adenine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2221","73-24-5","190","CHEBI:16708"
"adenosine","Nucleotides","Purine Metabolism, Adenine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2169","58-61-7","60961","CHEBI:16335"
"adenosine 3',5'-cyclic monophosphate (cAMP)","Nucleotides","Purine Metabolism, Adenine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1952.2","60-92-4","6076","CHEBI:17489"
"adipate","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","3000","124-04-9","196","CHEBI:30832"
"adipoylcarnitine","Lipids","Fatty Acid Metabolism (Acyl Carnitine)","urine","Metabolon HD4 [nt-ms]","normalized counts","2558",NA,"71296139","CHEBI:68568"
"alanine","Amino Acids","Alanine and Aspartate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1700","56-41-7","602","CHEBI:16449"
"allantoic acid","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","2960","99-16-1","203","CHEBI:30837"
"allantoin","Nucleotides","Purine Metabolism, (Hypo)Xanthine/Inosine containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1672","97-59-6","204","CHEBI:15676"
"alliin","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1470","556-27-4","","CHEBI:2596"
"allo-threonine","Amino Acids","Glycine, Serine and Threonine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1424","28954-12-3","99289","CHEBI:28718"
"alpha-CEHC","Cofactors and Vitamins","Tocopherol Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","4045","4072-32-6","9943542","CHEBI:88427"
"alpha-CEHC glucuronide*","Cofactors and Vitamins","Tocopherol Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2616","477200-36-5","134819285","CHEBI:188432"
"alpha-CEHC sulfate","Cofactors and Vitamins","Tocopherol Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3090",NA,"149551853","CHEBI:88427"
"alpha-hydroxyisocaproate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1840","10303-64-7","92779","CHEBI:59783"
"alpha-hydroxyisovalerate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1052","600-37-3","99823","CHEBI:60645"
"alpha-ketoglutarate","Energy","TCA Cycle","urine","Metabolon HD4 [nt-ms]","normalized counts","616.79999999999995","305-72-6;328-50-7;22202-68-2","51","CHEBI:30915"
"andro steroid monosulfate (1)*","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","3871",NA,"","CHEBI:131647"
"androsterone sulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","5022","2479-86-9","159663","CHEBI:83037"
"anserine","Peptides","Dipeptide Derivative","urine","Metabolon HD4 [nt-ms]","normalized counts","1124.8","10030-52-1","112072","CHEBI:18323"
"anthranilate","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2606","118-92-3","227","CHEBI:30754"
"arabinose","Carbohydrates","Pentose Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1804.5","28697-53-2","","CHEBI:22599"
"arabitol/xylitol","Carbohydrates","Pentose Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1932.4",NA,"6912","CHEBI:17151, CHEBI:22605"
"arabonate/xylonate","Carbohydrates","Pentose Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2664.6",NA,"","CHEBI:33509, CHEBI:33828"
"arginine","Amino Acids","Urea cycle; Arginine and Proline Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2825","1119-34-2","232","CHEBI:29016"
"argininosuccinate","Amino Acids","Urea cycle; Arginine and Proline Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2745","156637-58-0","16950","CHEBI:184023"
"ascorbate (Vitamin C)","Cofactors and Vitamins","Ascorbate and Aldarate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","770","134-03-2","","CHEBI:51384, CHEBI:29073"
"asparagine","Amino Acids","Alanine and Aspartate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1225","70-47-3","","CHEBI:22653"
"aspartate","Amino Acids","Alanine and Aspartate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1165","56-84-8","","CHEBI:22660"
"assymetric dimethylarginine (ADMA)","Amino Acids","Urea cycle; Arginine and Proline Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","4590","65005-57-4","123831","CHEBI:17929"
"azelate (nonanedioate)","Lipids","Fatty Acid, Dicarboxylate","urine","Metabolon HD4 [nt-ms]","normalized counts","2520","123-99-9","2266","CHEBI:48131"
"azeloylcarnitine","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","3149",NA,"","CHEBI:165631"
"benzene-1,2,3-triol","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1675","87-66-1","1057","CHEBI:16164"
"benzoylcarnitine*","Xenobiotics","Chemical","urine","Metabolon HD4 [nt-ms]","normalized counts","3041","105450-08-6","129023",""
"beta-alanine","Nucleotides","Pyrimidine Metabolism, Uracil containing","urine","Metabolon HD4 [nt-ms]","normalized counts","1939","56-41-7;107-95-9","239","CHEBI:16958"
"beta-hydroxyisovalerate","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1027","625-08-1","69362","CHEBI:37084"
"beta-hydroxyisovaleroylcarnitine","Amino Acids","Leucine, Isoleucine and Valine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2584","99159-87-2","","CHEBI:73027"
"betaine","Amino Acids","Glycine, Serine and Threonine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1064","107-43-7","","CHEBI:17750"
"betonicine","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","1012","515-25-3","164642","CHEBI:85533"
"biopterin","Cofactors and Vitamins","Tetrahydrobiopterin Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1398.5","22150-76-1","445040, 444475","CHEBI:63931, CHEBI:41183"
"biotin","Cofactors and Vitamins","Biotin Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2253","58-85-5","171548","CHEBI:15956"
"butyrylcarnitine","Lipids","Fatty Acid Metabolism (also BCAA Metabolism)","urine","Metabolon HD4 [nt-ms]","normalized counts","2860","25576-40-3","","CHEBI:7676"
"C-glycosyltryptophan","Amino Acids","Tryptophan Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1777","180509-18-6","","CHEBI:165856"
"caffeine","Xenobiotics","Xanthine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2106","58-08-2","2519","CHEBI:27732"
"carboxyethyl-GABA","Amino Acids","Glutamate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2085","908055","2572","CHEBI:138529"
"carboxyibuprofen","Xenobiotics","Drug","urine","Metabolon HD4 [nt-ms]","normalized counts","810","15935-54-3","10444113","CHEBI:133199"
"carnitine","Lipids","Carnitine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1978","461-05-2","288","CHEBI:17126"
"carnosine","Peptides","Dipeptide Derivative","urine","Metabolon HD4 [nt-ms]","normalized counts","804","305-84-0","439224","CHEBI:15727"
"catechol sulfate","Xenobiotics","Benzoate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1906","4918-96-1","3083879","CHEBI:68505"
"chiro-inositol","Lipids","Inositol Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","3191.2","643-12-9","","CHEBI:23098"
"cholate","Lipids","Primary Bile Acid Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","5165","81-25-4","221493","CHEBI:16359"
"choline","Lipids","Phospholipid Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1961","67-48-1","305","CHEBI:15354"
"choline phosphate","Lipids","Phospholipid Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","700","72556-74-2","1014","CHEBI:18132"
"cinnamoylglycine","Xenobiotics","Food Component/Plant","urine","Metabolon HD4 [nt-ms]","normalized counts","3127","16534-24-0","709625","CHEBI:68616"
"cis-aconitate","Energy","TCA Cycle","urine","Metabolon HD4 [nt-ms]","normalized counts","864","585-84-2","643757","CHEBI:32805"
"cis-urocanate","Amino Acids","Histidine Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","2406","7699-35-6","","CHEBI:30818"
"citraconate/glutaconate","Energy","TCA Cycle","urine","Metabolon HD4 [nt-ms]","normalized counts","2600",NA,"643798","CHEBI:24309, CHEBI:17626"
"citramalate","Amino Acids","Glutamate Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1224","1583974","1081","CHEBI:15584"
"citrate","Energy","TCA Cycle","urine","Metabolon HD4 [nt-ms]","normalized counts","915","77-92-9","311","CHEBI:30769"
"citrulline","Amino Acids","Urea cycle; Arginine and Proline Metabolism","urine","Metabolon HD4 [nt-ms]","normalized counts","1520","372-75-8","833","CHEBI:18211"
"cortisol","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4713.2","50-23-7","5754","CHEBI:17650"
"cortisol glucuronide","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4246.5",NA,"71314978",""
"cortisone","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4572.5","53-06-5","222786","CHEBI:16962"
"cortisone monosulfate","Lipids","Steroid","urine","Metabolon HD4 [nt-ms]","normalized counts","4065","912-25-4","102172","CHEBI:16473"
"cotinine","Xenobiotics","Tobacco Metabolite","urine","Metabolon HD4 [nt-ms]","normalized counts","2213","486-56-6","","CHEBI:68641"
"cotinine N-oxide","Xenobiotics","Tobacco Metabolite","urine","Metabolon HD4 [nt-ms]","normalized counts","1377","36508-80-2","9815514","CHEBI:89087"
